name,age,nationality,club,position,height,weight,foot,total_matches,total_goals,total_minutes,total_assists,total_goals_conceded,total_cs,total_yellow,total_red,minutes_per_goal,shot_accuracy,pass_completion_rate,cross_completion_rate,minutes_per_assist,dribble_success_rate,tackles,interception,market_value,titles,injuries
Jon Moncayola,26,Spain,CA Osasuna,Midfielder - Central Midfield,182,86,Left,234,9,14882,13,,,34,2,,16.67,77.04,27.91,,75.0,30,6,7.0,1,11
Jon Pacheco,23,Spain,Real Sociedad,Defender - Centre Back,184,77,Left,137,4,9367,,89,56,32,2,,,87.72,,,0.0,3,3,15.0,1,7
Jorge De Frutos,27,Spain,Rayo Vallecano,Midfielder - Right Wing,173,72,Right,279,37,18107,26,,,29,2,320,46.67,76.65,27.27,960,46.67,16,5,4.0,0,8
Jorge Herrando,23,Spain,CA Osasuna,Defender,190,,Left,67,0,5485,,64,24,16,1,,100.0,75.86,,,0.0,2,1,6.0,0,2
Jorge Saenz de Miera Colmeiro,28,Spain,Leganés,Defender - Centre Back,192,75,Right,227,9,19073,,201,72,82,5,175,100.0,83.2,,,100.0,14,10,1.5,0,21
Jose Alejandro Suarez Suarez,31,Spain,UD Las Palmas,Defender - Centre Back,178,72,Right,212,10,17489,,202,70,54,1,,100.0,85.11,,,0.0,16,4,1.2,0,5
Jose Angel Esmoris Tasende,27,Spain,Roma,Defender - Left Back,175,69,Left,341,19,27815,,376,103,44,2,,50.0,85.9,36.11,,50.0,18,10,,3,4
Jose Arnaiz,29,Spain,CA Osasuna,Forward - Left Wing,175,70,Right,288,62,18755,10,,,32,0,,,70.0,25.0,,0.0,2,1,2.0,3,9
Jose Campana,31,Spain,UD Las Palmas,Midfielder - Central Midfield,179,70,Right,343,27,24735,30,,,78,3,,50.0,91.08,40.0,477,50.0,9,12,1.5,2,24
Jose Gaya,29,Spain,Valencia CF,Defender - Left Back,172,66,Left,433,17,35500,,456,114,98,4,,,65.0,33.33,189,0.0,1,2,20.0,2,41
Jose Gragera,23,Spain,RCD Espanyol,Midfielder - Central Midfield,186,,,198,7,13669,3,,,42,1,,0.0,88.02,,,0.0,23,5,2.5,0,3
Jose Manuel Copete,25,Spain,RCD Mallorca,Defender - Centre Back,190,73,Left,158,3,11931,,137,50,53,7,,50.0,85.57,0.0,,0.0,8,4,2.8,0,13
Juan Bernat,31,Spain,Villarreal,Defender - Left Back,177,67,,363,23,24871,,255,151,46,1,,,94.74,,42,0.0,2,0,4.0,20,18
Juan Berrocal Gonzalez,25,Spain,Getafe CF,Defender - Centre Back,184,72,Right,232,4,19141,,207,73,70,7,,0.0,74.05,,,0.0,9,8,2.2,0,18
Juan Cruz,32,Spain,CA Osasuna,Defender - Left Back,182,79,Left,348,8,28008,,364,97,71,6,,0.0,80.37,33.33,,0.0,3,0,2.2,0,12
Juan Diego Molina Martinez,31,Spain,Deportivo Alavés,Midfielder - Centre Forward,178,71,Right,326,101,22311,19,,,49,1,,33.33,62.34,22.22,569,36.36,12,1,4.0,0,8
Juan Herzog,21,Spain,UD Las Palmas,Defender,,,,24,3,2016,,24,9,4,0,,0.0,89.96,,,0.0,1,4,,0,0
Juan Iglesias,26,Spain,Getafe CF,Defender - Right Back,187,79,Right,186,1,12231,,141,75,29,0,,0.0,59.72,28.21,,35.71,33,21,2.8,0,5
Juan Jesus,44,Spain,Napoli,Midfielder - Center Back,186,78,,332,6,25198,3,,,84,2,,,,,,,,,2.5,0,0
Juan Miranda,24,Spain,Bologna,Defender - Left Back,185,71,Left,214,15,15726,,173,71,37,1,,50.0,84.28,30.36,338,0.0,12,8,9.0,11,10
Juan Soriano Oropesa,27,Spain,Leganés,Goalkeeper - Goalkeeper,182,78,Left,226,0,20179,,218,73,24,1,,,48.48,,,0.0,1,0,1.5,2,5
Juanmi,31,Spain,Real Betis,Forward - Left Wing,172,69,Right,390,86,19535,16,,,49,4,,25.0,85.29,0.0,,80.0,7,1,6.0,2,13
Juanmi Latasa,23,Spain,Real Valladolid,Forward - Centre Forward,192,86,,99,19,4636,0,,,21,1,,0.0,59.14,0.0,,60.0,2,0,2.8,1,5
Julen Agirrezabala,23,Spain,Athletic Club Bilbao,Goalkeeper - Goalkeeper,187,78,,63,0,5448,,47,23,2,1,,,,,,,,,10.0,,0
Kepa Arrizabalaga,30,Spain,AFC Bournemouth,Goalkeeper - Goalkeeper,189,84,Right,362,0,32042,,367,124,28,1,,,71.95,,,0.0,0,0,12.0,10,11
Kike Garcia,35,Spain,Deportivo Alavés,Forward - Centre Forward,186,79,Right,510,119,30270,12,,,58,3,224,54.55,69.83,0.0,,63.64,3,0,1.0,1,16
Kike Perez,27,Spain,Real Valladolid,Midfielder - Central Midfield,184,80,Left,225,17,13705,7,,,53,1,754,40.0,82.43,17.39,,33.33,27,5,3.0,0,11
Kike Salas,22,Spain,Sevilla FC,Defender,185,,Left,75,4,5290,,58,26,21,1,,0.0,80.06,,,0.0,5,6,8.0,0,6
Kiko Femenia,33,Spain,Villarreal,Defender - Right Back,171,61,Right,452,16,30010,22,,,56,2,,0.0,90.74,36.84,1014,83.33,21,18,1.4,5,32
Kirian Rodriguez,28,Spain,UD Las Palmas,Midfielder - Attacking Midfield,,,,204,17,14546,13,,,28,1,,45.45,86.77,8.33,547,58.33,17,4,12.0,0,4
Koke Merodio,32,Spain,Atlético Madrid,Midfielder - Central Midfield,176,74,Right,700,49,53625,112,,,119,2,1038,66.67,86.72,42.86,,40.0,26,10,12.0,13,24
Lamine Yamal,17,Spain,FC Barcelona,Forward,180,75,Left,84,14,5255,20,,,9,0,196,51.72,80.75,20.83,140,39.47,19,8,150.0,2,3
Leo Roman,24,Spain,RCD Mallorca,Goalkeeper - Goalkeeper,189,83,Right,85,0,7604,,60,34,7,0,,,57.81,,,100.0,0,0,1.8,0,0
Lucas Torro,30,Spain,CA Osasuna,Midfielder - Defensive Midfield,190,77,Right,302,11,21837,7,,,77,3,611,75.0,73.24,0.0,,100.0,31,19,4.0,2,21
Lucas Vazquez,33,Spain,Real Madrid,Defender - Right Back,173,70,,504,57,28105,,320,164,67,2,55,100.0,89.42,17.65,442,62.5,12,3,4.0,26,18
Luis Milla Manzanares,30,Spain,Getafe CF,Midfielder - Central Midfield,175,67,Right,315,25,25730,25,,,58,2,1245,33.33,81.46,25.26,1245,61.11,30,9,3.5,0,17
Luis Perez Maqueda,29,Spain,Real Valladolid,Defender - Right Back,173,68,Right,303,2,24439,,301,93,34,1,,50.0,80.21,31.58,,42.86,23,16,2.0,0,10
Luis Rioja,31,Spain,Valencia CF,Forward - Left Wing,175,68,Left,390,40,27274,19,,,45,2,902,50.0,75.12,12.7,,45.0,11,10,4.0,0,4
Malcom Adu Ares,23,Spain,Real Zaragoza,Forward,183,75,,47,6,1823,1,,,7,0,,,,,,,,,2.0,,0
Manu Morlanes,25,Spain,RCD Mallorca,Midfielder - Central Midfield,178,75,Right,226,7,13281,10,,,35,2,,0.0,89.13,42.86,,25.0,23,16,2.5,0,16
Manu Sanchez,24,Spain,Deportivo Alavés,Defender - Left Back,171,70,Left,168,1,11565,,128,56,26,0,,0.0,68.69,29.63,,25.0,21,9,6.0,0,6
Marc Bartra,33,Spain,Real Betis,Defender - Goalkeeping Coach,184,70,Right,404,26,31915,,392,147,68,2,71,60.0,80.57,,,50.0,6,6,1.0,21,18
Marc Bernal Casas,17,Spain,FC Barcelona,Midfielder,188,,Left,8,0,564,1,,,4,0,,,,,,,,,,,0
Marc Cardona Rovira,29,Spain,UD Las Palmas,Forward - Centre Forward,182,76,Right,214,45,10111,13,,,21,0,,0.0,88.0,,,0.0,1,0,1.4,1,5
Marc Casado,21,Spain,FC Barcelona,Midfielder,173,66,Right,57,0,4319,7,,,18,1,,0.0,90.86,0.0,285,33.33,23,6,15.0,0,4
Marc Cucurella,26,Spain,Chelsea,Defender - Left Back,173,67,Left,327,11,26318,,297,103,73,0,,,89.68,11.11,,50.0,14,8,30.0,4,13
Marc Domenech,,Spain,RCD Mallorca,Forward,,,,3,0,116,0,,,0,0,,,,,,,,,,,0
Marc Guiu,18,Spain,Chelsea,Forward,187,,Left,32,8,1074,1,,,4,0,,,75.0,,,0.0,0,0,7.5,0,1
Marc Roca,28,Spain,Real Betis,Midfielder - Defensive Midfield,184,77,Left,285,15,20572,12,,,59,4,,0.0,88.48,57.14,733,66.67,10,8,9.0,6,16
Marc Vicente Vidal Girona,24,Spain,Celta de Vigo II,Goalkeeper - Goalkeeper,185,74,,49,0,4410,,54,10,2,0,,,,,,,,,0.3,0,0
Marcos Alonso,33,Spain,Celta de Vigo,Defender - Left Back,189,84,Left,430,43,33496,,368,170,78,4,,50.0,88.14,20.0,,42.86,13,8,2.0,9,16
Marcos Llorente,29,Spain,Atlético Madrid,Midfielder - Central Midfield,184,73,Right,386,34,27612,36,,,57,2,338,66.67,86.73,46.67,676,42.86,16,5,30.0,11,22
Mario Gila,24,Spain,Lazio,Defender - Centre Back,185,74,,98,4,7585,,91,30,12,1,128,66.67,91.3,,,100.0,18,6,18.0,0,4
Mario Hermoso,29,Spain,Roma,Defender - Centre Back,184,74,Left,320,15,25725,,283,107,92,7,,,95.24,33.33,,66.67,1,3,18.0,1,26
Mario Maroto Arguello,20,Spain,Real Valladolid,Midfielder,176,,,28,1,1103,2,,,0,0,,,73.33,,18,100.0,0,2,,0,0
Mario Martin,20,Spain,Real Valladolid,Midfielder,,,,51,0,3331,1,,,18,3,,80.0,84.94,0.0,637,64.29,21,6,0.5,0,2
Martin Tejon,20,Spain,Valencia CF,Midfielder,165,58,,7,0,247,1,,,3,0,,,,,,,,,,,0
Martin Zubimendi,25,Spain,Real Sociedad,Midfielder - Defensive Midfield,181,74,Right,266,12,19634,8,,,53,0,1214,62.5,86.91,20.0,1214,75.0,33,14,60.0,2,15
Mateo Flores Lozano,,Spain,Real Betis,Midfielder,,,,26,0,1643,0,,,2,0,,,,,,,,,,0,0
Mateo Mejia,21,Spain,Sevilla II,Midfielder,,,,44,8,2759,9,,,5,0,,,0.0,,,0.0,0,0,,0,0
Miguel De La Fuente Escudero,25,Spain,Leganés,Forward - Centre Forward,180,77,Right,230,45,13369,11,,,51,2,869,60.0,51.46,25.0,869,35.29,4,1,2.5,0,9
Miguel Gutierrez,23,Spain,Girona FC,Defender - Left Back,180,73,Left,144,13,10681,,138,36,15,0,77,66.67,88.16,34.48,581,48.48,20,10,25.0,4,5
Mika Marmol,23,Spain,UD Las Palmas,Defender,181,70,Left,112,2,9368,,115,31,19,1,,0.0,85.88,36.36,,100.0,11,7,15.0,0,3
Mikel Jauregizar Alboniga,21,Spain,Athletic Club Bilbao,Midfielder,,,,41,2,2240,0,,,5,1,641,33.33,84.18,15.38,,62.5,21,6,,0,3
Mikel Oyarzabal,27,Spain,Real Sociedad,Forward - Left Wing,181,78,Left,424,119,30155,59,,,30,2,401,42.86,73.89,50.0,801,66.67,7,0,40.0,2,12
Mikel Vesga,31,Spain,Athletic Club Bilbao,Midfielder - Defensive Midfield,191,84,Left,340,16,23310,15,,,62,3,,,81.96,0.0,,50.0,6,5,4.0,1,15
Moi Gomez,30,Spain,CA Osasuna,Forward - Left Wing,176,71,Both,463,38,28585,41,,,48,0,,,78.14,40.0,,60.0,8,4,3.5,1,16
Nacho Vidal,29,Spain,CA Osasuna,Defender - Right Back,180,75,Right,273,8,19324,,220,97,60,3,,,81.25,0.0,,100.0,2,0,2.0,1,11
Nico Williams,22,Spain,Athletic Club Bilbao,Forward - Right Wing,181,67,Right,173,31,11235,28,,,17,1,865,37.5,79.57,27.27,433,40.98,14,2,70.0,3,10
Nicolas Serrano Galdeano,21,Spain,Athletic Club Bilbao,Forward - Left Wing,176,68,Left,89,13,4295,4,,,5,0,,0.0,78.26,12.5,,42.86,1,0,1.4,0,2
Oier Zarraga,25,Spain,Udinese,Midfielder - Central Midfield,175,76,,161,16,8804,2,,,19,0,,0.0,91.8,23.08,,50.0,7,1,2.0,1,7
Oihan Sancet,24,Spain,Athletic Club Bilbao,Midfielder - Attacking Midfield,188,73,Right,197,35,11653,15,,,32,4,148,42.86,83.87,16.67,,37.5,5,2,40.0,2,18
Oriol Romeu,33,Spain,Girona FC,Midfielder - Defensive Midfield,183,83,Right,440,12,31288,5,,,112,1,,,89.23,50.0,,100.0,14,3,2.0,6,22
Oscar de Marcos,35,Spain,Athletic Club Bilbao,Defender - Right Back,182,77,Right,532,36,40053,,496,163,98,3,,0.0,79.66,25.0,258,16.67,18,9,1.5,3,35
Oscar Mingueza,25,Spain,Celta de Vigo,Defender - Centre Back,184,75,Right,199,6,13464,,166,59,30,1,53,37.5,79.3,16.67,202,45.45,17,5,12.0,3,5
Oscar Rodriguez,26,Spain,Leganés,Midfielder - Attacking Midfield,174,67,Right,274,36,16066,15,,,55,3,,28.57,76.12,9.09,172,44.44,6,3,2.5,5,10
Oscar Valentin,30,Spain,Rayo Vallecano,Midfielder - Central Midfield,177,72,Right,276,5,20387,4,,,72,3,,50.0,80.99,66.67,,60.0,21,11,4.0,0,18
Pablo Barrios,21,Spain,Atlético Madrid,Midfielder - Central Midfield,181,70,,103,6,6042,6,,,10,0,,18.18,88.27,22.22,720,71.43,14,11,30.0,0,10
Pablo Duran,23,Spain,Celta de Vigo,Forward,,,,28,2,948,1,,,1,0,,,,,184,,,,0.3,,0
Pablo Fornals,28,Spain,Real Betis,Midfielder - Attacking Midfield,178,67,Right,410,46,26373,43,,,34,0,957,30.0,80.39,30.43,,25.0,10,14,14.0,2,8
Pablo Ibanez,26,Spain,CA Osasuna,Midfielder,179,70,,137,10,8017,4,,,18,1,,33.33,68.5,25.0,398,60.0,8,8,2.5,0,4
Pablo Maffeo,27,Spain,RCD Mallorca,Defender - Right Back,172,68,Right,262,6,20248,,259,85,60,3,,33.33,73.85,40.54,,57.69,19,9,5.0,0,18
Pablo Mari,31,Spain,Monza,Defender - Centre Back,191,87,Left,398,21,33720,,403,122,103,7,,0.0,91.01,0.0,,100.0,13,24,3.5,6,16
Pablo Marin,21,Spain,Real Sociedad,Midfielder - Attacking Midfield,178,,,65,9,4238,2,,,10,0,,,63.64,0.0,,100.0,1,0,1.5,0,1
Pablo Sarabia,32,Spain,Wolverhampton Wanderers,Forward - Right Wing,174,70,Left,547,123,34097,83,,,108,3,180,100.0,68.83,30.0,,50.0,5,2,8.0,12,26
Pablo Torre,21,Spain,FC Barcelona,Midfielder,165,57,,81,14,3597,4,,,8,0,68,100.0,84.75,37.5,203,33.33,5,1,5.0,0,1
Patric Aguiar,31,Spain,Lazio,Defender - Centre Back,184,72,Right,307,10,22206,,286,89,76,7,77,50.0,88.18,50.0,,0.0,6,2,4.0,3,12
Pau Cabanes De La Torre,,Spain,Villarreal,Forward,,,,5,1,133,0,,,1,0,,,,,,,,,,,0
Pau Navarro Badenes,19,Spain,Villarreal,Defender,,,,18,1,1304,,17,5,1,0,,,,,,,,,,,0
Pau Torres,27,Spain,Aston Villa,Defender - Centre Back,192,81,Left,364,18,31238,,340,120,48,1,,50.0,87.22,0.0,,83.33,11,4,45.0,1,15
Pau Victor,23,Spain,FC Barcelona,Midfielder,184,,,89,26,5338,4,,,12,0,140,75.0,80.0,0.0,140,70.0,1,2,5.0,0,0
Pedri,22,Spain,FC Barcelona,Midfielder - Central Midfield,174,60,,238,27,16761,25,,,15,0,336,71.43,87.72,25.0,1008,60.0,19,9,80.0,8,11
Pedro Chirivella,27,Spain,Nantes,Midfielder - Defensive Midfield,178,66,Right,259,7,20618,21,,,36,0,,0.0,84.1,40.0,956,0.0,15,5,7.0,5,19
Pedro Diaz Fanjul,26,Spain,Rayo Vallecano,Midfielder - Central Midfield,180,71,Right,303,28,21951,20,,,34,2,,0.0,78.79,0.0,,0.0,1,1,2.5,0,2
Pedro Porro,25,Spain,Tottenham Hotspur,Defender - Right Back,173,71,Right,225,25,17065,,202,81,39,2,83,30.77,77.58,25.97,1078,23.08,28,14,45.0,6,6
Pedro Rodriguez,37,Spain,Lazio,Forward - Right Wing,169,65,Both,701,165,39795,88,,,75,4,106,50.0,85.83,38.46,,50.0,5,0,1.0,25,17
Peio Canales Urtasun,19,Spain,Athletic Club Bilbao,Midfielder,179,68,,1,0,19,0,,,0,0,,,,,,,,,,,0
Pelayo Fernandez Balboa,21,Spain,Rayo Vallecano,Defender,,,Right,8,2,695,,7,4,0,0,,,,,,,,,0.5,,0
Pep Chavarria,26,Spain,Rayo Vallecano,Defender - Left Back,174,67,Left,176,4,12429,,127,62,28,1,,33.33,80.53,22.73,562,25.0,7,8,2.0,0,9
Pepe Reina,42,Spain,Como,Goalkeeper - Goalkeeper,188,92,Right,581,0,51813,,563,208,36,4,,,74.66,,,0.0,0,0,0.6,11,11
Pepelu,26,Spain,Valencia CF,Midfielder - Defensive Midfield,185,73,Right,319,27,24681,10,,,74,2,858,57.14,82.58,25.93,429,50.0,18,3,22.0,0,8
Pere Milla,32,Spain,RCD Espanyol,Forward - Left Wing,180,72,,438,75,27497,15,,,73,1,,50.0,63.01,22.22,,33.33,3,2,2.0,0,8
Peter Federico Gonzalez Carmona,22,Spain,Getafe CF,Midfielder,,,Left,91,10,4891,4,,,2,0,,33.33,68.18,25.0,,16.67,5,0,3.0,1,0
Pol Lirola,27,Spain,Olympique Marseille,Defender - Right Back,183,70,Right,274,11,18789,,287,76,22,0,57,33.33,80.43,16.67,343,50.0,8,0,2.5,2,8
Rafa Mir,27,Spain,Valencia CF,Forward - Centre Forward,191,86,Right,297,90,16545,8,,,40,1,,0.0,65.0,100.0,241,0.0,4,0,1.0,4,6
Rafel Bauza Sureda,,Spain,RCD Espanyol,Midfielder,,,,8,0,288,0,,,2,0,,,,,,,,,,,0
Ramon Terrats,24,Spain,Villarreal,Midfielder - Defensive Midfield,181,,,132,2,6622,5,,,24,0,,,81.13,0.0,,20.0,3,1,4.0,0,4
Raul Albiol,39,Spain,Villarreal,Defender - Centre Back,190,82,,580,14,48293,,558,195,128,2,,,89.13,,,0.0,3,4,1.5,12,22
Raul Chasco Ruiz,21,Spain,Real Valladolid,Defender,,,,9,0,552,,13,0,0,0,,,,,,,,,0.1,,0
Raul Garcia de Haro,24,Spain,CA Osasuna,Forward - Centre Forward,192,70,,150,57,8842,8,,,9,0,297,60.0,59.65,,,85.71,2,1,4.0,0,2
Raul Moro,21,Spain,Real Valladolid,Forward - Left Wing,169,65,,93,6,3773,7,,,10,0,343,54.55,75.2,30.77,1029,45.45,13,8,4.0,0,3
Robert Sanchez,27,Spain,Chelsea,Goalkeeper - Goalkeeper,197,90,Left,219,0,19476,,235,63,21,1,,,74.41,,,0.0,0,0,20.0,1,5
Roberto Lopez Alcaide,24,Spain,Leganés,Midfielder - Attacking Midfield,179,70,Left,194,37,11936,13,,,18,0,,0.0,82.42,23.81,353,50.0,7,1,2.5,1,1
Rodri,28,Spain,Manchester City,Midfielder - Defensive Midfield,191,82,Right,483,37,36387,37,,,80,1,,,93.33,,,0.0,2,1,130.0,15,20
Rodrigo Abajas Martin,21,Spain,Valencia CF,Defender,,,,1,0,66,,2,0,1,0,,,,,,,,,0.1,,0
Rodrigo Riquelme,24,Spain,Atlético Madrid,Forward - Left Wing,174,68,Right,195,26,9777,27,,,10,0,,57.14,87.43,19.05,,25.0,8,1,25.0,2,2
Ruben Garcia,31,Spain,CA Osasuna,Midfielder - Left Wing,171,72,Left,422,45,26353,46,,,44,0,699,60.0,79.42,23.68,350,33.33,16,8,2.5,2,17
Ruben Pena,33,Spain,CA Osasuna,Defender - Right Back,170,65,Right,341,21,21751,,249,108,43,1,,28.57,62.34,4.76,,46.15,6,3,2.2,1,18
Sandro Ramirez,29,Spain,UD Las Palmas,Forward - Centre Forward,175,71,Right,320,63,18117,19,,,35,0,216,62.5,74.81,40.0,325,44.44,12,8,1.5,7,19
Santi Comesana,28,Spain,Villarreal,Midfielder - Central Midfield,188,75,Both,307,26,21515,10,,,74,5,462,40.0,88.54,66.67,462,40.0,26,9,8.0,1,21
Selvi Clua,19,Spain,Girona FC,Midfielder,,,,10,0,501,0,,,0,0,,,,,,,,,,,0
Sergi Altimira Clavell,23,Spain,Real Betis,Midfielder,188,,,54,2,3068,1,,,6,0,,12.5,89.24,0.0,737,100.0,16,3,3.5,0,2
Sergi Canos,27,Spain,Valencia CF,Midfielder - Right Wing,177,75,Right,313,47,16924,32,,,39,2,,42.86,60.81,10.0,,12.5,6,2,2.5,0,16
Sergi Cardona,25,Spain,Villarreal,Defender,185,77,Left,181,3,14910,,167,62,46,0,55,33.33,78.96,25.64,1146,30.0,24,15,7.0,0,11
Sergi Darder,30,Spain,RCD Mallorca,Midfielder - Central Midfield,180,71,Right,438,38,31996,33,,,74,4,,57.14,81.33,37.7,,47.06,17,3,6.0,1,16
Sergi Dominguez Viloria,19,Spain,FC Barcelona,Defender,,,,10,0,578,,9,3,4,0,,,,,,,,,,,0
Sergi Gomez,32,Spain,RCD Espanyol,Defender - Centre Back,185,80,Right,421,7,32874,,487,121,61,10,,100.0,89.23,,,0.0,5,5,1.0,12,21
Sergi Guardiola,33,Spain,Rayo Vallecano,Forward - Centre Forward,185,78,Right,379,90,24558,17,,,52,1,,0.0,73.08,,,0.0,3,0,0.8,0,10
Sergi Roberto,32,Spain,Como,Defender - Right Back,178,68,,466,25,30628,,365,175,66,3,,25.0,92.2,50.0,528,16.67,9,9,2.5,35,33
Sergio Camello,23,Spain,Rayo Vallecano,Forward - Centre Forward,177,69,Right,184,47,11823,12,,,19,0,353,42.86,81.53,20.0,,45.45,8,4,4.0,1,2
Sergio Carreira,24,Spain,Celta de Vigo,Defender - Right Back,172,,Right,145,4,10945,,148,35,6,0,,,86.36,60.0,,40.0,6,1,1.2,0,1
Sergio Gomez,24,Spain,Real Sociedad,Midfielder - Left Back,171,68,Left,226,17,13368,25,,,11,1,,80.0,86.12,25.0,359,50.0,31,6,10.0,5,2
Sergio Gonzalez Poirrier,32,Spain,Leganés,Defender - Centre Back,188,81,,281,15,24079,,252,95,57,2,71,50.0,83.56,,,100.0,17,19,1.8,1,6
Sergio Herrera,31,Spain,CA Osasuna,Goalkeeper - Goalkeeper,192,82,,295,0,26434,,329,94,32,2,,,61.21,0.0,,0.0,1,0,6.0,3,6
Suso,31,Spain,Sevilla FC,Midfielder - Right Wing,177,70,Left,400,46,25706,60,,,48,5,,50.0,85.45,42.86,,54.55,1,0,3.0,5,19
Toni Lato,27,Spain,RCD Mallorca,Defender - Left Back,171,64,Left,200,4,12196,,130,63,34,1,,,77.06,52.94,,0.0,6,2,3.5,1,21
Toni Martinez,27,Spain,Deportivo Alavés,Forward - Striker,180,70,Right,301,84,13690,15,,,32,2,,,,,,0.0,2,0,5.0,7,1
Unai Gomez,21,Spain,Athletic Club Bilbao,Midfielder,183,,,88,7,4010,2,,,10,0,,0.0,72.09,25.0,375,44.44,1,1,6.0,0,1
Unai Lopez,29,Spain,Rayo Vallecano,Midfielder - Central Midfield,170,68,Right,346,19,21124,14,,,69,1,335,83.33,86.5,30.0,,100.0,7,11,3.0,2,14
Unai Marrero,23,Spain,Real Sociedad,Goalkeeper - Goalkeeper,189,80,,54,1,4813,,50,18,7,0,,,83.78,,,0.0,0,0,0.3,1,0
Unai Nunez,27,Spain,Athletic Club Bilbao,Defender - Centre Back,186,80,Right,245,7,20433,,251,66,60,1,,0.0,86.9,,,100.0,2,12,7.0,2,9
Urko Gonzalez,23,Spain,Real Sociedad,Defender - Centre Back,189,73,,82,0,6286,,76,24,15,0,,,62.5,0.0,,0.0,0,0,1.2,1,2
Valery Fernandez,25,Spain,RCD Mallorca,Forward - Right Wing,182,75,Right,155,13,6261,4,,,11,0,63,100.0,84.85,33.33,,0.0,3,0,2.5,1,4
Victor Alvarez Rozada,27,Spain,UD Las Palmas,Midfielder - Right Wing,180,75,Right,189,7,11873,15,,,18,0,,,82.98,23.53,776,33.33,28,13,1.5,0,4
Victor Andres Meseguer Cavas,25,Spain,Real Valladolid,Midfielder - Central Midfield,184,81,,173,20,12311,7,,,35,1,,0.0,77.78,0.0,,25.0,11,3,3.0,1,11
Yarek Gasiorowski,19,Spain,Valencia CF,Defender,,,,43,5,3194,,36,15,9,1,,0.0,79.43,0.0,,0.0,8,3,15.0,0,1
Yeray Alvarez,29,Spain,Athletic Club Bilbao,Defender - Centre Back,182,78,Right,302,4,25138,,283,96,70,3,,33.33,85.07,50.0,,50.0,6,16,8.0,2,38
Yeremy Pino,22,Spain,Villarreal,Forward - Right Wing,172,65,,161,20,8498,15,,,32,0,,0.0,76.38,20.0,238,62.5,11,2,30.0,1,11
Yuri Berchiche,34,Spain,Athletic Club Bilbao,Defender - Left Back,181,79,Left,453,27,37448,,382,156,128,6,,20.0,84.37,27.27,,50.0,14,8,1.8,6,34
Ridgeciano Haps,31,Suriname,Venezia,Defender - Left Back,175,74,Left,311,17,22118,,319,81,50,2,,22.22,82.13,26.67,,33.33,12,2,0.9,4,20
Sheraldo Becker,29,Suriname,Real Sociedad,Forward - Secondary Striker,180,75,Right,356,56,24011,53,,,33,0,629,61.54,72.22,18.42,,100.0,2,1,7.5,0,23
Alexander Bernhardsson,26,Sweden,Holstein Kiel,Midfielder,185,80,,120,29,6135,6,,,11,0,187,66.67,66.67,0.0,,50.0,1,0,1.5,0,2
Amin Sarr,23,Sweden,Hellas Verona,Forward - Centre Forward,188,83,,118,24,6567,9,,,3,0,172,50.0,73.77,,,50.0,4,0,4.0,1,4
Anthony Elanga,22,Sweden,Nottingham Forest,Forward,178,70,Right,168,33,10580,25,,,5,1,,,,,349,,,,25.0,,0
Armin Gigovic,22,Sweden,Holstein Kiel,Midfielder - Central Midfield,187,78,,161,8,10273,4,,,31,2,294,28.57,78.38,20.0,,54.55,9,8,2.5,0,0
Carl Johansson,30,Sweden,Holstein Kiel,Defender - Center Back,188,80,,207,14,16333,,267,53,40,4,,100.0,88.43,,,0.0,4,7,0.7,1,2
Carl Starfelt,29,Sweden,Celta de Vigo,Defender - Centre Back,185,83,,309,12,26051,,320,102,30,3,59,50.0,94.46,,,0.0,10,11,6.0,3,3
Dejan Kulusevski,24,Sweden,Tottenham Hotspur,Forward - Right Wing,186,80,Left,265,43,17500,52,,,38,0,475,71.43,79.86,11.63,317,33.33,13,7,55.0,2,5
Emil Holm,24,Sweden,Bologna,Defender - Right Back,191,83,Right,150,10,8090,,121,38,34,0,,,74.65,28.57,,33.33,4,0,8.5,1,5
Emil Krafth,30,Sweden,Newcastle United,Defender - Right Back,184,83,Right,268,6,19832,,294,75,31,2,,,81.94,,,0.0,2,3,2.5,1,20
Eric Smith,27,Sweden,St. Pauli,Midfielder - Defensive Midfield,192,86,,220,8,15280,14,,,32,0,939,62.5,83.01,34.09,,100.0,10,15,4.0,0,3
Gabriel Gudmundsson,25,Sweden,Lille,Defender - Left Back,180,74,,236,18,13880,,168,70,23,0,,0.0,80.83,25.0,,58.33,13,5,5.0,0,13
Hugo Larsson,,Sweden,Eintracht Frankfurt,Midfielder,,,,26,0,1760,1,,,1,0,,100.0,90.24,,176,100.0,0,3,,0,5
Isak Hien,25,Sweden,Atalanta,Midfielder - Centre Back,,,,198,5,14128,3,,,36,2,,0.0,88.95,,,66.67,16,15,20.0,0,6
Jens Cajuste,25,Sweden,Ipswich Town,Midfielder - Defensive Midfield,188,77,,188,8,9821,5,,,39,1,,0.0,81.71,0.0,,100.0,6,3,10.0,2,20
Jesper Karlsson,26,Sweden,Bologna,Forward - Left Wing,171,70,,257,81,17272,44,,,21,1,233,100.0,76.36,50.0,,0.0,0,0,8.0,0,5
Jesper Karlstrom,29,Sweden,Udinese,Midfielder - Defensive Midfield,182,81,,370,16,27609,14,,,67,1,,0.0,89.92,50.0,,100.0,5,3,2.0,4,0
Jonas Jakob Rouhi,20,Sweden,Juventus II,Defender,,,,39,1,2472,,30,10,4,0,,,,,,,,,,0,0
